ID,name,url,tactics
T1590.006,Gather Victim Network Information: Network Security Appliances,https://attack.mitre.org/techniques/T1590/006,Reconnaissance
T1590.004,Gather Victim Network Information: Network Topology,https://attack.mitre.org/techniques/T1590/004,Reconnaissance
T1590.003,Gather Victim Network Information: Network Trust Dependencies,https://attack.mitre.org/techniques/T1590/003,Reconnaissance
T1591,Gather Victim Org Information,https://attack.mitre.org/techniques/T1591,Reconnaissance
T1591.002,Gather Victim Org Information: Business Relationships,https://attack.mitre.org/techniques/T1591/002,Reconnaissance
T1591.001,Gather Victim Org Information: Determine Physical Locations,https://attack.mitre.org/techniques/T1591/001,Reconnaissance
T1591.003,Gather Victim Org Information: Identify Business Tempo,https://attack.mitre.org/techniques/T1591/003,Reconnaissance
T1591.004,Gather Victim Org Information: Identify Roles,https://attack.mitre.org/techniques/T1591/004,Reconnaissance
T1615,Group Policy Discovery,https://attack.mitre.org/techniques/T1615,Discovery
T1200,Hardware Additions,https://attack.mitre.org/techniques/T1200,Initial Access
T1564,Hide Artifacts,https://attack.mitre.org/techniques/T1564,Defense Evasion
T1564.008,Hide Artifacts: Email Hiding Rules,https://attack.mitre.org/techniques/T1564/008,Defense Evasion
T1564.012,Hide Artifacts: File/Path Exclusions,https://attack.mitre.org/techniques/T1564/012,Defense Evasion
T1564.005,Hide Artifacts: Hidden File System,https://attack.mitre.org/techniques/T1564/005,Defense Evasion
T1564.001,Hide Artifacts: Hidden Files and Directories,https://attack.mitre.org/techniques/T1564/001,Defense Evasion
T1564.002,Hide Artifacts: Hidden Users,https://attack.mitre.org/techniques/T1564/002,Defense Evasion
T1564.003,Hide Artifacts: Hidden Window,https://attack.mitre.org/techniques/T1564/003,Defense Evasion
T1564.011,Hide Artifacts: Ignore Process Interrupts,https://attack.mitre.org/techniques/T1564/011,Defense Evasion
T1564.004,Hide Artifacts: NTFS File Attributes,https://attack.mitre.org/techniques/T1564/004,Defense Evasion
T1564.010,Hide Artifacts: Process Argument Spoofing,https://attack.mitre.org/techniques/T1564/010,Defense Evasion
T1564.009,Hide Artifacts: Resource Forking,https://attack.mitre.org/techniques/T1564/009,Defense Evasion
T1564.006,Hide Artifacts: Run Virtual Instance,https://attack.mitre.org/techniques/T1564/006,Defense Evasion
T1564.007,Hide Artifacts: VBA Stomping,https://attack.mitre.org/techniques/T1564/007,Defense Evasion
T1665,Hide Infrastructure,https://attack.mitre.org/techniques/T1665,Command and Control
T1574,Hijack Execution Flow,https://attack.mitre.org/techniques/T1574,"Defense Evasion, Persistence, Privilege Escalation"
T1574.014,Hijack Execution Flow: AppDomainManager,https://attack.mitre.org/techniques/T1574/014,"Defense Evasion, Persistence, Privilege Escalation"
T1574.012,Hijack Execution Flow: COR_PROFILER,https://attack.mitre.org/techniques/T1574/012,"Defense Evasion, Persistence, Privilege Escalation"
T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,https://attack.mitre.org/techniques/T1574/001,"Defense Evasion, Persistence, Privilege Escalation"
T1574.002,Hijack Execution Flow: DLL Side-Loading,https://attack.mitre.org/techniques/T1574/002,"Defense Evasion, Persistence, Privilege Escalation"
T1574.004,Hijack Execution Flow: Dylib Hijacking,https://attack.mitre.org/techniques/T1574/004,"Defense Evasion, Persistence, Privilege Escalation"
T1574.006,Hijack Execution Flow: Dynamic Linker Hijacking,https://attack.mitre.org/techniques/T1574/006,"Defense Evasion, Persistence, Privilege Escalation"
T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,https://attack.mitre.org/techniques/T1574/005,"Defense Evasion, Persistence, Privilege Escalation"
T1574.013,Hijack Execution Flow: KernelCallbackTable,https://attack.mitre.org/techniques/T1574/013,"Defense Evasion, Persistence, Privilege Escalation"
T1574.007,Hijack Execution Flow: Path Interception by PATH Environment Variable,https://attack.mitre.org/techniques/T1574/007,"Defense Evasion, Persistence, Privilege Escalation"
T1574.008,Hijack Execution Flow: Path Interception by Search Order Hijacking,https://attack.mitre.org/techniques/T1574/008,"Defense Evasion, Persistence, Privilege Escalation"
T1574.009,Hijack Execution Flow: Path Interception by Unquoted Path,https://attack.mitre.org/techniques/T1574/009,"Defense Evasion, Persistence, Privilege Escalation"
T1574.010,Hijack Execution Flow: Services File Permissions Weakness,https://attack.mitre.org/techniques/T1574/010,"Defense Evasion, Persistence, Privilege Escalation"
T1574.011,Hijack Execution Flow: Services Registry Permissions Weakness,https://attack.mitre.org/techniques/T1574/011,"Defense Evasion, Persistence, Privilege Escalation"
T1562,Impair Defenses,https://attack.mitre.org/techniques/T1562,Defense Evasion
T1562.002,Impair Defenses: Disable Windows Event Logging,https://attack.mitre.org/techniques/T1562/002,Defense Evasion
T1562.007,Impair Defenses: Disable or Modify Cloud Firewall,https://attack.mitre.org/techniques/T1562/007,Defense Evasion
T1562.008,Impair Defenses: Disable or Modify Cloud Logs,https://attack.mitre.org/techniques/T1562/008,Defense Evasion
T1562.012,Impair Defenses: Disable or Modify Linux Audit System,https://attack.mitre.org/techniques/T1562/012,Defense Evasion
T1562.004,Impair Defenses: Disable or Modify System Firewall,https://attack.mitre.org/techniques/T1562/004,Defense Evasion
T1562.001,Impair Defenses: Disable or Modify Tools,https://attack.mitre.org/techniques/T1562/001,Defense Evasion
T1562.010,Impair Defenses: Downgrade Attack,https://attack.mitre.org/techniques/T1562/010,Defense Evasion
T1562.003,Impair Defenses: Impair Command History Logging,https://attack.mitre.org/techniques/T1562/003,Defense Evasion
T1562.006,Impair Defenses: Indicator Blocking,https://attack.mitre.org/techniques/T1562/006,Defense Evasion
T1562.009,Impair Defenses: Safe Mode Boot,https://attack.mitre.org/techniques/T1562/009,Defense Evasion
T1562.011,Impair Defenses: Spoof Security Alerting,https://attack.mitre.org/techniques/T1562/011,Defense Evasion
T1656,Impersonation,https://attack.mitre.org/techniques/T1656,Defense Evasion
T1525,Implant Internal Image,https://attack.mitre.org/techniques/T1525,Persistence
T1070,Indicator Removal,https://attack.mitre.org/techniques/T1070,Defense Evasion
T1070.003,Indicator Removal: Clear Command History,https://attack.mitre.org/techniques/T1070/003,Defense Evasion
T1070.002,Indicator Removal: Clear Linux or Mac System Logs,https://attack.mitre.org/techniques/T1070/002,Defense Evasion
T1070.008,Indicator Removal: Clear Mailbox Data,https://attack.mitre.org/techniques/T1070/008,Defense Evasion
T1070.007,Indicator Removal: Clear Network Connection History and Configurations,https://attack.mitre.org/techniques/T1070/007,Defense Evasion
T1070.009,Indicator Removal: Clear Persistence,https://attack.mitre.org/techniques/T1070/009,Defense Evasion
T1070.001,Indicator Removal: Clear Windows Event Logs,https://attack.mitre.org/techniques/T1070/001,Defense Evasion
T1070.004,Indicator Removal: File Deletion,https://attack.mitre.org/techniques/T1070/004,Defense Evasion
T1070.005,Indicator Removal: Network Share Connection Removal,https://attack.mitre.org/techniques/T1070/005,Defense Evasion
T1070.006,Indicator Removal: Timestomp,https://attack.mitre.org/techniques/T1070/006,Defense Evasion
T1202,Indirect Command Execution,https://attack.mitre.org/techniques/T1202,Defense Evasion
T1105,Ingress Tool Transfer,https://attack.mitre.org/techniques/T1105,Command and Control
T1490,Inhibit System Recovery,https://attack.mitre.org/techniques/T1490,Impact
T1056,Input Capture,https://attack.mitre.org/techniques/T1056,"Collection, Credential Access"
T1056.004,Input Capture: Credential API Hooking,https://attack.mitre.org/techniques/T1056/004,"Collection, Credential Access"
T1056.002,Input Capture: GUI Input Capture,https://attack.mitre.org/techniques/T1056/002,"Collection, Credential Access"
T1056.001,Input Capture: Keylogging,https://attack.mitre.org/techniques/T1056/001,"Collection, Credential Access"
T1056.003,Input Capture: Web Portal Capture,https://attack.mitre.org/techniques/T1056/003,"Collection, Credential Access"
T1559,Inter-Process Communication,https://attack.mitre.org/techniques/T1559,Execution
T1559.001,Inter-Process Communication: Component Object Model,https://attack.mitre.org/techniques/T1559/001,Execution
T1559.002,Inter-Process Communication: Dynamic Data Exchange,https://attack.mitre.org/techniques/T1559/002,Execution
T1559.003,Inter-Process Communication: XPC Services,https://attack.mitre.org/techniques/T1559/003,Execution
T1534,Internal Spearphishing,https://attack.mitre.org/techniques/T1534,Lateral Movement
T1570,Lateral Tool Transfer,https://attack.mitre.org/techniques/T1570,Lateral Movement
T1654,Log Enumeration,https://attack.mitre.org/techniques/T1654,Discovery
T1036,Masquerading,https://attack.mitre.org/techniques/T1036,Defense Evasion
T1036.009,Masquerading: Break Process Trees,https://attack.mitre.org/techniques/T1036/009,Defense Evasion
T1036.007,Masquerading: Double File Extension,https://attack.mitre.org/techniques/T1036/007,Defense Evasion
T1036.001,Masquerading: Invalid Code Signature,https://attack.mitre.org/techniques/T1036/001,Defense Evasion
T1036.008,Masquerading: Masquerade File Type,https://attack.mitre.org/techniques/T1036/008,Defense Evasion
T1036.004,Masquerading: Masquerade Task or Service,https://attack.mitre.org/techniques/T1036/004,Defense Evasion
T1036.005,Masquerading: Match Legitimate Name or Location,https://attack.mitre.org/techniques/T1036/005,Defense Evasion
T1036.003,Masquerading: Rename System Utilities,https://attack.mitre.org/techniques/T1036/003,Defense Evasion
T1036.002,Masquerading: Right-to-Left Override,https://attack.mitre.org/techniques/T1036/002,Defense Evasion
T1036.006,Masquerading: Space after Filename,https://attack.mitre.org/techniques/T1036/006,Defense Evasion
T1556,Modify Authentication Process,https://attack.mitre.org/techniques/T1556,"Credential Access, Defense Evasion, Persistence"
T1556.009,Modify Authentication Process: Conditional Access Policies,https://attack.mitre.org/techniques/T1556/009,"Credential Access, Defense Evasion, Persistence"
T1556.001,Modify Authentication Process: Domain Controller Authentication,https://attack.mitre.org/techniques/T1556/001,"Credential Access, Defense Evasion, Persistence"
T1556.007,Modify Authentication Process: Hybrid Identity,https://attack.mitre.org/techniques/T1556/007,"Credential Access, Defense Evasion, Persistence"
T1556.006,Modify Authentication Process: Multi-Factor Authentication,https://attack.mitre.org/techniques/T1556/006,"Credential Access, Defense Evasion, Persistence"
T1556.004,Modify Authentication Process: Network Device Authentication,https://attack.mitre.org/techniques/T1556/004,"Credential Access, Defense Evasion, Persistence"
T1556.008,Modify Authentication Process: Network Provider DLL,https://attack.mitre.org/techniques/T1556/008,"Credential Access, Defense Evasion, Persistence"
T1556.002,Modify Authentication Process: Password Filter DLL,https://attack.mitre.org/techniques/T1556/002,"Credential Access, Defense Evasion, Persistence"
T1556.003,Modify Authentication Process: Pluggable Authentication Modules,https://attack.mitre.org/techniques/T1556/003,"Credential Access, Defense Evasion, Persistence"
T1556.005,Modify Authentication Process: Reversible Encryption,https://attack.mitre.org/techniques/T1556/005,"Credential Access, Defense Evasion, Persistence"
T1578,Modify Cloud Compute Infrastructure,https://attack.mitre.org/techniques/T1578,Defense Evasion
T1578.002,Modify Cloud Compute Infrastructure: Create Cloud Instance,https://attack.mitre.org/techniques/T1578/002,Defense Evasion
T1578.001,Modify Cloud Compute Infrastructure: Create Snapshot,https://attack.mitre.org/techniques/T1578/001,Defense Evasion
T1578.003,Modify Cloud Compute Infrastructure: Delete Cloud Instance,https://attack.mitre.org/techniques/T1578/003,Defense Evasion
T1578.005,Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations,https://attack.mitre.org/techniques/T1578/005,Defense Evasion
T1578.004,Modify Cloud Compute Infrastructure: Revert Cloud Instance,https://attack.mitre.org/techniques/T1578/004,Defense Evasion
T1112,Modify Registry,https://attack.mitre.org/techniques/T1112,Defense Evasion
T1601,Modify System Image,https://attack.mitre.org/techniques/T1601,Defense Evasion
T1601.002,Modify System Image: Downgrade System Image,https://attack.mitre.org/techniques/T1601/002,Defense Evasion
T1601.001,Modify System Image: Patch System Image,https://attack.mitre.org/techniques/T1601/001,Defense Evasion
T1111,Multi-Factor Authentication Interception,https://attack.mitre.org/techniques/T1111,Credential Access
T1621,Multi-Factor Authentication Request Generation,https://attack.mitre.org/techniques/T1621,Credential Access
T1104,Multi-Stage Channels,https://attack.mitre.org/techniques/T1104,Command and Control
T1106,Native API,https://attack.mitre.org/techniques/T1106,Execution
T1599,Network Boundary Bridging,https://attack.mitre.org/techniques/T1599,Defense Evasion
T1599.001,Network Boundary Bridging: Network Address Translation Traversal,https://attack.mitre.org/techniques/T1599/001,Defense Evasion
T1498,Network Denial of Service,https://attack.mitre.org/techniques/T1498,Impact
T1498.001,Network Denial of Service: Direct Network Flood,https://attack.mitre.org/techniques/T1498/001,Impact
T1498.002,Network Denial of Service: Reflection Amplification,https://attack.mitre.org/techniques/T1498/002,Impact
T1046,Network Service Discovery,https://attack.mitre.org/techniques/T1046,Discovery
T1135,Network Share Discovery,https://attack.mitre.org/techniques/T1135,Discovery
T1040,Network Sniffing,https://attack.mitre.org/techniques/T1040,"Credential Access, Discovery"
T1095,Non-Application Layer Protocol,https://attack.mitre.org/techniques/T1095,Command and Control
T1571,Non-Standard Port,https://attack.mitre.org/techniques/T1571,Command and Control
T1003,OS Credential Dumping,https://attack.mitre.org/techniques/T1003,Credential Access
T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,https://attack.mitre.org/techniques/T1003/008,Credential Access
T1003.005,OS Credential Dumping: Cached Domain Credentials,https://attack.mitre.org/techniques/T1003/005,Credential Access
T1003.006,OS Credential Dumping: DCSync,https://attack.mitre.org/techniques/T1003/006,Credential Access
T1003.004,OS Credential Dumping: LSA Secrets,https://attack.mitre.org/techniques/T1003/004,Credential Access
T1003.001,OS Credential Dumping: LSASS Memory,https://attack.mitre.org/techniques/T1003/001,Credential Access
T1003.003,OS Credential Dumping: NTDS,https://attack.mitre.org/techniques/T1003/003,Credential Access
T1003.007,OS Credential Dumping: Proc Filesystem,https://attack.mitre.org/techniques/T1003/007,Credential Access
T1003.002,OS Credential Dumping: Security Account Manager,https://attack.mitre.org/techniques/T1003/002,Credential Access
T1027,Obfuscated Files or Information,https://attack.mitre.org/techniques/T1027,Defense Evasion
T1027.001,Obfuscated Files or Information: Binary Padding,https://attack.mitre.org/techniques/T1027/001,Defense Evasion
T1027.010,Obfuscated Files or Information: Command Obfuscation,https://attack.mitre.org/techniques/T1027/010,Defense Evasion
T1027.004,Obfuscated Files or Information: Compile After Delivery,https://attack.mitre.org/techniques/T1027/004,Defense Evasion
T1027.007,Obfuscated Files or Information: Dynamic API Resolution,https://attack.mitre.org/techniques/T1027/007,Defense Evasion
T1027.009,Obfuscated Files or Information: Embedded Payloads,https://attack.mitre.org/techniques/T1027/009,Defense Evasion
T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,https://attack.mitre.org/techniques/T1027/013,Defense Evasion
T1027.011,Obfuscated Files or Information: Fileless Storage,https://attack.mitre.org/techniques/T1027/011,Defense Evasion
T1027.006,Obfuscated Files or Information: HTML Smuggling,https://attack.mitre.org/techniques/T1027/006,Defense Evasion
T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,https://attack.mitre.org/techniques/T1027/005,Defense Evasion
T1027.012,Obfuscated Files or Information: LNK Icon Smuggling,https://attack.mitre.org/techniques/T1027/012,Defense Evasion
T1027.002,Obfuscated Files or Information: Software Packing,https://attack.mitre.org/techniques/T1027/002,Defense Evasion
T1027.003,Obfuscated Files or Information: Steganography,https://attack.mitre.org/techniques/T1027/003,Defense Evasion
T1027.008,Obfuscated Files or Information: Stripped Payloads,https://attack.mitre.org/techniques/T1027/008,Defense Evasion
T1588,Obtain Capabilities,https://attack.mitre.org/techniques/T1588,Resource Development
T1588.007,Obtain Capabilities: Artificial Intelligence,https://attack.mitre.org/techniques/T1588/007,Resource Development
T1588.003,Obtain Capabilities: Code Signing Certificates,https://attack.mitre.org/techniques/T1588/003,Resource Development
T1588.004,Obtain Capabilities: Digital Certificates,https://attack.mitre.org/techniques/T1588/004,Resource Development
T1588.005,Obtain Capabilities: Exploits,https://attack.mitre.org/techniques/T1588/005,Resource Development
T1588.001,Obtain Capabilities: Malware,https://attack.mitre.org/techniques/T1588/001,Resource Development
T1588.002,Obtain Capabilities: Tool,https://attack.mitre.org/techniques/T1588/002,Resource Development
T1588.006,Obtain Capabilities: Vulnerabilities,https://attack.mitre.org/techniques/T1588/006,Resource Development
T1137,Office Application Startup,https://attack.mitre.org/techniques/T1137,Persistence
T1137.006,Office Application Startup: Add-ins,https://attack.mitre.org/techniques/T1137/006,Persistence
T1137.001,Office Application Startup: Office Template Macros,https://attack.mitre.org/techniques/T1137/001,Persistence
T1137.002,Office Application Startup: Office Test,https://attack.mitre.org/techniques/T1137/002,Persistence
T1137.003,Office Application Startup: Outlook Forms,https://attack.mitre.org/techniques/T1137/003,Persistence
T1137.004,Office Application Startup: Outlook Home Page,https://attack.mitre.org/techniques/T1137/004,Persistence
T1137.005,Office Application Startup: Outlook Rules,https://attack.mitre.org/techniques/T1137/005,Persistence
T1201,Password Policy Discovery,https://attack.mitre.org/techniques/T1201,Discovery
T1120,Peripheral Device Discovery,https://attack.mitre.org/techniques/T1120,Discovery
T1069,Permission Groups Discovery,https://attack.mitre.org/techniques/T1069,Discovery
T1069.003,Permission Groups Discovery: Cloud Groups,https://attack.mitre.org/techniques/T1069/003,Discovery
T1069.002,Permission Groups Discovery: Domain Groups,https://attack.mitre.org/techniques/T1069/002,Discovery
T1069.001,Permission Groups Discovery: Local Groups,https://attack.mitre.org/techniques/T1069/001,Discovery
T1566,Phishing,https://attack.mitre.org/techniques/T1566,Initial Access
T1598,Phishing for Information,https://attack.mitre.org/techniques/T1598,Reconnaissance
T1598.002,Phishing for Information: Spearphishing Attachment,https://attack.mitre.org/techniques/T1598/002,Reconnaissance
T1598.003,Phishing for Information: Spearphishing Link,https://attack.mitre.org/techniques/T1598/003,Reconnaissance
T1598.001,Phishing for Information: Spearphishing Service,https://attack.mitre.org/techniques/T1598/001,Reconnaissance
T1598.004,Phishing for Information: Spearphishing Voice,https://attack.mitre.org/techniques/T1598/004,Reconnaissance
T1566.001,Phishing: Spearphishing Attachment,https://attack.mitre.org/techniques/T1566/001,Initial Access
T1566.002,Phishing: Spearphishing Link,https://attack.mitre.org/techniques/T1566/002,Initial Access
T1566.004,Phishing: Spearphishing Voice,https://attack.mitre.org/techniques/T1566/004,Initial Access
T1566.003,Phishing: Spearphishing via Service,https://attack.mitre.org/techniques/T1566/003,Initial Access
T1647,Plist File Modification,https://attack.mitre.org/techniques/T1647,Defense Evasion
T1653,Power Settings,https://attack.mitre.org/techniques/T1653,Persistence
T1542,Pre-OS Boot,https://attack.mitre.org/techniques/T1542,"Defense Evasion, Persistence"
T1542.003,Pre-OS Boot: Bootkit,https://attack.mitre.org/techniques/T1542/003,"Defense Evasion, Persistence"
T1542.002,Pre-OS Boot: Component Firmware,https://attack.mitre.org/techniques/T1542/002,"Defense Evasion, Persistence"
T1542.004,Pre-OS Boot: ROMMONkit,https://attack.mitre.org/techniques/T1542/004,"Defense Evasion, Persistence"
T1542.001,Pre-OS Boot: System Firmware,https://attack.mitre.org/techniques/T1542/001,"Defense Evasion, Persistence"
T1542.005,Pre-OS Boot: TFTP Boot,https://attack.mitre.org/techniques/T1542/005,"Defense Evasion, Persistence"
T1057,Process Discovery,https://attack.mitre.org/techniques/T1057,Discovery
T1055,Process Injection,https://attack.mitre.org/techniques/T1055,"Defense Evasion, Privilege Escalation"
T1055.004,Process Injection: Asynchronous Procedure Call,https://attack.mitre.org/techniques/T1055/004,"Defense Evasion, Privilege Escalation"
T1055.001,Process Injection: Dynamic-link Library Injection,https://attack.mitre.org/techniques/T1055/001,"Defense Evasion, Privilege Escalation"
T1055.011,Process Injection: Extra Window Memory Injection,https://attack.mitre.org/techniques/T1055/011,"Defense Evasion, Privilege Escalation"
T1055.015,Process Injection: ListPlanting,https://attack.mitre.org/techniques/T1055/015,"Defense Evasion, Privilege Escalation"
T1055.002,Process Injection: Portable Executable Injection,https://attack.mitre.org/techniques/T1055/002,"Defense Evasion, Privilege Escalation"
T1055.009,Process Injection: Proc Memory,https://attack.mitre.org/techniques/T1055/009,"Defense Evasion, Privilege Escalation"
T1055.013,Process Injection: Process Doppelg�nging,https://attack.mitre.org/techniques/T1055/013,"Defense Evasion, Privilege Escalation"
T1055.012,Process Injection: Process Hollowing,https://attack.mitre.org/techniques/T1055/012,"Defense Evasion, Privilege Escalation"
T1055.008,Process Injection: Ptrace System Calls,https://attack.mitre.org/techniques/T1055/008,"Defense Evasion, Privilege Escalation"
T1055.003,Process Injection: Thread Execution Hijacking,https://attack.mitre.org/techniques/T1055/003,"Defense Evasion, Privilege Escalation"
T1055.005,Process Injection: Thread Local Storage,https://attack.mitre.org/techniques/T1055/005,"Defense Evasion, Privilege Escalation"
T1055.014,Process Injection: VDSO Hijacking,https://attack.mitre.org/techniques/T1055/014,"Defense Evasion, Privilege Escalation"
T1572,Protocol Tunneling,https://attack.mitre.org/techniques/T1572,Command and Control
T1090,Proxy,https://attack.mitre.org/techniques/T1090,Command and Control
T1090.004,Proxy: Domain Fronting,https://attack.mitre.org/techniques/T1090/004,Command and Control
T1090.002,Proxy: External Proxy,https://attack.mitre.org/techniques/T1090/002,Command and Control
T1090.001,Proxy: Internal Proxy,https://attack.mitre.org/techniques/T1090/001,Command and Control
T1090.003,Proxy: Multi-hop Proxy,https://attack.mitre.org/techniques/T1090/003,Command and Control
T1012,Query Registry,https://attack.mitre.org/techniques/T1012,Discovery
T1620,Reflective Code Loading,https://attack.mitre.org/techniques/T1620,Defense Evasion
T1219,Remote Access Software,https://attack.mitre.org/techniques/T1219,Command and Control
T1563,Remote Service Session Hijacking,https://attack.mitre.org/techniques/T1563,Lateral Movement
T1563.002,Remote Service Session Hijacking: RDP Hijacking,https://attack.mitre.org/techniques/T1563/002,Lateral Movement
T1563.001,Remote Service Session Hijacking: SSH Hijacking,https://attack.mitre.org/techniques/T1563/001,Lateral Movement
T1021,Remote Services,https://attack.mitre.org/techniques/T1021,Lateral Movement
T1021.007,Remote Services: Cloud Services,https://attack.mitre.org/techniques/T1021/007,Lateral Movement
T1021.008,Remote Services: Direct Cloud VM Connections,https://attack.mitre.org/techniques/T1021/008,Lateral Movement
T1021.003,Remote Services: Distributed Component Object Model,https://attack.mitre.org/techniques/T1021/003,Lateral Movement
T1021.001,Remote Services: Remote Desktop Protocol,https://attack.mitre.org/techniques/T1021/001,Lateral Movement
T1021.002,Remote Services: SMB/Windows Admin Shares,https://attack.mitre.org/techniques/T1021/002,Lateral Movement
T1021.004,Remote Services: SSH,https://attack.mitre.org/techniques/T1021/004,Lateral Movement
T1021.005,Remote Services: VNC,https://attack.mitre.org/techniques/T1021/005,Lateral Movement
T1021.006,Remote Services: Windows Remote Management,https://attack.mitre.org/techniques/T1021/006,Lateral Movement
T1018,Remote System Discovery,https://attack.mitre.org/techniques/T1018,Discovery
T1091,Replication Through Removable Media,https://attack.mitre.org/techniques/T1091,"Initial Access, Lateral Movement"
T1496,Resource Hijacking,https://attack.mitre.org/techniques/T1496,Impact
T1207,Rogue Domain Controller,https://attack.mitre.org/techniques/T1207,Defense Evasion
T1014,Rootkit,https://attack.mitre.org/techniques/T1014,Defense Evasion
T1053,Scheduled Task/Job,https://attack.mitre.org/techniques/T1053,"Execution, Persistence, Privilege Escalation"
T1053.002,Scheduled Task/Job: At,https://attack.mitre.org/techniques/T1053/002,"Execution, Persistence, Privilege Escalation"
T1053.007,Scheduled Task/Job: Container Orchestration Job,https://attack.mitre.org/techniques/T1053/007,"Execution, Persistence, Privilege Escalation"
T1053.003,Scheduled Task/Job: Cron,https://attack.mitre.org/techniques/T1053/003,"Execution, Persistence, Privilege Escalation"
T1053.005,Scheduled Task/Job: Scheduled Task,https://attack.mitre.org/techniques/T1053/005,"Execution, Persistence, Privilege Escalation"
T1053.006,Scheduled Task/Job: Systemd Timers,https://attack.mitre.org/techniques/T1053/006,"Execution, Persistence, Privilege Escalation"
T1029,Scheduled Transfer,https://attack.mitre.org/techniques/T1029,Exfiltration
T1113,Screen Capture,https://attack.mitre.org/techniques/T1113,Collection
T1597,Search Closed Sources,https://attack.mitre.org/techniques/T1597,Reconnaissance
T1597.002,Search Closed Sources: Purchase Technical Data,https://attack.mitre.org/techniques/T1597/002,Reconnaissance
T1597.001,Search Closed Sources: Threat Intel Vendors,https://attack.mitre.org/techniques/T1597/001,Reconnaissance
T1596,Search Open Technical Databases,https://attack.mitre.org/techniques/T1596,Reconnaissance
T1596.004,Search Open Technical Databases: CDNs,https://attack.mitre.org/techniques/T1596/004,Reconnaissance
T1596.001,Search Open Technical Databases: DNS/Passive DNS,https://attack.mitre.org/techniques/T1596/001,Reconnaissance
T1596.003,Search Open Technical Databases: Digital Certificates,https://attack.mitre.org/techniques/T1596/003,Reconnaissance
T1596.005,Search Open Technical Databases: Scan Databases,https://attack.mitre.org/techniques/T1596/005,Reconnaissance
T1596.002,Search Open Technical Databases: WHOIS,https://attack.mitre.org/techniques/T1596/002,Reconnaissance
T1593,Search Open Websites/Domains,https://attack.mitre.org/techniques/T1593,Reconnaissance
T1593.003,Search Open Websites/Domains: Code Repositories,https://attack.mitre.org/techniques/T1593/003,Reconnaissance
T1593.002,Search Open Websites/Domains: Search Engines,https://attack.mitre.org/techniques/T1593/002,Reconnaissance
T1593.001,Search Open Websites/Domains: Social Media,https://attack.mitre.org/techniques/T1593/001,Reconnaissance
T1594,Search Victim-Owned Websites,https://attack.mitre.org/techniques/T1594,Reconnaissance
T1505,Server Software Component,https://attack.mitre.org/techniques/T1505,Persistence
T1505.004,Server Software Component: IIS Components,https://attack.mitre.org/techniques/T1505/004,Persistence
T1505.001,Server Software Component: SQL Stored Procedures,https://attack.mitre.org/techniques/T1505/001,Persistence
T1505.005,Server Software Component: Terminal Services DLL,https://attack.mitre.org/techniques/T1505/005,Persistence
T1505.002,Server Software Component: Transport Agent,https://attack.mitre.org/techniques/T1505/002,Persistence
T1505.003,Server Software Component: Web Shell,https://attack.mitre.org/techniques/T1505/003,Persistence
T1648,Serverless Execution,https://attack.mitre.org/techniques/T1648,Execution
T1489,Service Stop,https://attack.mitre.org/techniques/T1489,Impact
T1129,Shared Modules,https://attack.mitre.org/techniques/T1129,Execution
T1072,Software Deployment Tools,https://attack.mitre.org/techniques/T1072,"Execution, Lateral Movement"
T1518,Software Discovery,https://attack.mitre.org/techniques/T1518,Discovery
T1518.001,Software Discovery: Security Software Discovery,https://attack.mitre.org/techniques/T1518/001,Discovery
T1608,Stage Capabilities,https://attack.mitre.org/techniques/T1608,Resource Development
T1608.004,Stage Capabilities: Drive-by Target,https://attack.mitre.org/techniques/T1608/004,Resource Development
T1608.003,Stage Capabilities: Install Digital Certificate,https://attack.mitre.org/techniques/T1608/003,Resource Development
T1608.005,Stage Capabilities: Link Target,https://attack.mitre.org/techniques/T1608/005,Resource Development
T1608.006,Stage Capabilities: SEO Poisoning,https://attack.mitre.org/techniques/T1608/006,Resource Development
T1608.001,Stage Capabilities: Upload Malware,https://attack.mitre.org/techniques/T1608/001,Resource Development
T1608.002,Stage Capabilities: Upload Tool,https://attack.mitre.org/techniques/T1608/002,Resource Development
T1528,Steal Application Access Token,https://attack.mitre.org/techniques/T1528,Credential Access
T1539,Steal Web Session Cookie,https://attack.mitre.org/techniques/T1539,Credential Access
T1649,Steal or Forge Authentication Certificates,https://attack.mitre.org/techniques/T1649,Credential Access
T1558,Steal or Forge Kerberos Tickets,https://attack.mitre.org/techniques/T1558,Credential Access
T1558.004,Steal or Forge Kerberos Tickets: AS-REP Roasting,https://attack.mitre.org/techniques/T1558/004,Credential Access
T1558.001,Steal or Forge Kerberos Tickets: Golden Ticket,https://attack.mitre.org/techniques/T1558/001,Credential Access
T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,https://attack.mitre.org/techniques/T1558/003,Credential Access
T1558.002,Steal or Forge Kerberos Tickets: Silver Ticket,https://attack.mitre.org/techniques/T1558/002,Credential Access
T1553,Subvert Trust Controls,https://attack.mitre.org/techniques/T1553,Defense Evasion
